N,P,K,temperature,humidity,ph,rainfall,label
28,5,21,34.29181715465107,47.592612101355,6.1020663182662735,35.091112641048824,millet
65,14,33,29.09099768678276,40.68745930100371,5.476680316401062,24.31710184071057,millet
54,20,5,30.05469821447121,50.18976892681872,5.438264486113484,20.0,millet
45,19,11,31.02812778775254,47.38867099004093,6.741071824835359,20.0,millet
43,17,22,27.566317204274394,49.02348837161843,5.808231719826176,38.666489961796046,millet
49,25,13,31.736116749149076,32.233524535291174,6.034499181166543,44.895182158876,millet
43,21,24,30.07264066151621,46.87099979727426,5.913263930105332,27.235828183511853,millet
50,23,11,34.88731549595264,39.49648283644882,6.767564542050618,54.20292553390511,millet
26,20,33,30.382685548459445,45.54132646511008,6.93322181409483,51.14146414178071,millet
18,19,12,31.07244618431101,44.688023531139805,5.311516661701111,72.71141026715789,millet
42,44,34,30.54120413948512,32.42401111558686,5.43938208960275,49.19201326401217,millet
46,16,41,29.36645194011507,39.58203260761547,6.5011844321150205,20.0,millet
20,17,20,29.425990695909537,52.761564813572505,6.475449671442757,40.70034413794621,millet
42,14,21,31.65909899860296,41.64705506313919,5.72992143324254,45.62566407650351,millet
40,20,22,33.00273092103954,27.460317005479656,6.173195557309479,48.91175178771879,millet
60,35,27,31.235381737354597,37.32736686017664,6.123129896427771,46.60786510400718,millet
34,36,37,25.30990813777067,44.42906693572169,5.997545983910654,26.606396488040065,millet
17,19,12,25.41324428626532,45.581572172184536,5.640804038708371,30.33248341493549,millet
41,5,10,27.77035342642865,38.55023571344289,5.4817578468236805,32.69132834735972,millet
41,32,29,32.04047723586115,41.28969958352855,6.155640475535366,28.60833157566712,millet
23,5,30,21.544464443432688,48.90833264887174,5.653794171337064,39.54060120498363,millet
47,23,10,31.78207503228549,32.720317464509016,5.97768848032567,48.89907969062234,millet
34,25,21,34.8235624038315,43.92245039257143,5.734281905982703,23.95037980512727,millet
47,26,24,36.12200251960314,34.61703775590289,6.158493857498766,45.3957311761419,millet
46,13,37,27.155479939061333,44.05989981318179,6.979984648189964,60.02189344366046,millet
41,11,23,34.34349593744338,43.1182257438898,5.997993728640561,22.171677108001727,millet
27,24,5,31.91611342080069,38.2410764910885,6.264699693482718,20.0,millet
39,15,26,37.52108975852055,40.670726518332806,6.582225847369346,33.021020264906014,millet
47,37,17,26.304268497742243,36.43526748944723,5.751536676632404,39.797160795262464,millet
36,16,30,30.790813377583444,47.88194842503061,5.407734064638022,65.13177589773451,millet
58,10,25,31.30979611665481,45.323705577705326,5.581668322509099,38.35133331950304,millet
32,8,24,28.032416095513412,38.510124784339055,5.457236589361144,22.715701605387583,millet
48,8,17,30.981247174170957,33.771540294961575,6.0394513636508975,61.81374767758406,millet
36,15,5,29.118671185161716,42.08873126659461,5.7694270870636135,26.055072452547236,millet
40,5,31,27.588478736502765,44.02660239017506,6.121172166095073,44.09010339932408,millet
45,21,23,30.65374424765861,37.11302376550783,5.970730848983692,40.64902727639698,millet
42,24,23,33.15856180361518,40.83570173368064,6.066326133656793,51.81360351862195,millet
29,16,28,31.71142102055581,39.62626349539303,6.100677201816396,20.0,millet
42,8,15,33.28682171174801,54.728928324740856,5.939298432161503,20.0,millet
38,22,34,34.05981603766811,41.64993099631974,5.609997312648139,39.18706741982604,millet
41,29,13,34.64367615413124,45.06434818251293,7.022731063866561,40.73241411111232,millet
35,16,32,28.87921935423468,34.890092988076255,5.856421210999801,47.14463370218652,millet
49,47,17,29.9638943678452,36.75352843728543,6.390607860754768,31.781752908139996,millet
38,29,19,30.01173240076736,42.463534595313874,5.162280727552854,34.13869034018542,millet
33,29,15,32.12330291218845,31.17350376192765,6.070691543074767,54.38544352104381,millet
30,25,14,32.11381087237743,43.34540374185039,6.267680676616956,38.674435965419285,millet
53,19,27,30.175351580006723,42.51261110702369,5.484168953502638,62.39082873862184,millet
50,25,19,31.522511377665012,40.31132376075156,6.134135077994946,33.907527905357334,millet
45,10,11,28.352756499013097,39.60714618213167,5.822928331883311,42.2537932334864,millet
50,13,14,29.62833879718455,42.45707263521767,5.8356535618693846,71.3460755565276,millet
40,33,7,31.69119414415397,42.78495954446319,6.04098429148264,56.74271856660727,millet
52,23,8,28.16499632601981,47.05914639566236,6.332877131523518,46.00521483875169,millet
39,11,26,24.25496426016044,35.14535676431593,5.435512310103428,52.94211365662802,millet
42,19,21,30.219565831047984,48.1514519977263,5.928950122651441,34.69639219151144,millet
23,22,12,29.382821776373024,35.89867167082262,6.1721256828945705,51.35557841284051,millet
40,5,27,28.806573388698386,33.81516162853422,6.119744970846936,49.224865497613074,millet
24,31,14,27.654403959718817,42.91893667930957,6.137154951584419,32.05677939186893,millet
41,40,14,30.52523556017152,28.209079044823888,5.58829247542976,50.85928696865483,millet
46,10,19,32.205820457629606,38.78882679310338,5.965906629247614,20.0,millet
34,14,22,28.11627693693457,49.1435574059613,5.381486784324451,55.19403157171095,millet
43,15,22,33.48285338593991,41.50796323819384,5.802564556601457,53.07977936937531,millet
34,23,24,32.14893286353898,38.47380636525478,6.174868288959476,58.282619478305335,millet
34,21,5,28.80362763550236,51.80197427790712,6.405920800702513,49.35259374074938,millet
24,19,19,28.02747016101525,41.80122143053714,6.062160158503527,40.9402357815401,millet
36,20,29,28.81112436785468,41.41716580897722,5.8426750565244605,43.924658993515735,millet
55,35,24,30.675541900098704,36.04640857550702,6.164278951655985,44.86498247841369,millet
33,23,22,31.368934269028063,40.53509761649214,5.834226414845775,20.0,millet
28,28,22,26.43439715490601,47.86862761793939,6.115222098385514,41.79586679822568,millet
44,6,10,30.95883080643048,46.30387548757633,6.175875528427726,20.0,millet
45,9,33,26.521844694008745,42.09702279293909,6.562132709133281,37.556690693713136,millet
36,10,21,30.869127084003026,39.430163682277815,6.128288856489771,55.53104321623029,millet
32,17,7,30.00634723299305,42.64549258051176,6.292195492144728,54.628015720046,millet
61,28,20,32.19443582462781,48.34689532870144,6.341727710166945,51.91766351589137,millet
31,19,7,30.635252063418267,40.46343505416183,6.528544730554406,26.717673373540386,millet
40,14,22,29.07500688564113,44.95536859253389,5.674116090604293,56.94926334735312,millet
50,15,18,30.03411891361624,37.49941956818167,6.704389800392407,29.68180882678605,millet
42,24,18,32.03852098415212,42.768598233454014,5.508018233783154,55.83828295705209,millet
29,21,5,27.416526241990407,41.26072738602497,6.144024702928139,35.03260767491617,millet
28,7,14,32.720999184587704,35.50379173064928,5.822432441450993,38.36640311939825,millet
25,8,25,31.554882816465145,44.85194225189025,5.825490991020232,30.901796725659807,millet
54,24,15,28.50620886838409,43.70857937050793,6.26260705452911,29.4891727950232,millet
33,9,28,29.435033093725263,47.234662843833625,5.97661549722803,56.08229292547179,millet
44,11,27,26.31342241690287,33.010224340564086,6.3042209181763065,36.764498786264575,millet
50,32,12,28.436908033942437,37.72306089292584,6.902969881603781,57.29103076773052,millet
48,13,19,34.75140493850764,38.68532426179826,5.914045465057988,37.6568096568807,millet
49,16,16,29.782248391358248,46.24178764940724,6.098095100755483,47.83629415431202,millet
28,24,28,23.230598228281515,44.61555438873369,6.291590854552664,46.343820085085646,millet
40,14,22,25.76250633539278,34.21540236554743,5.703960587737046,50.81561896758072,millet
61,24,44,28.829650594181672,46.0305237488769,5.876957821587464,20.0,millet
48,17,16,30.291050702694537,38.96513518685298,5.32108574389107,62.81937096642626,millet
26,16,31,31.25981707706186,38.230443697993785,6.065063058887059,50.53054293619675,millet
26,9,11,28.07876807137985,42.0116474419668,6.798396198230321,58.90251012917763,millet
48,23,27,32.48418692597624,40.79194389280298,5.74588206093034,27.135977587586027,millet
62,38,46,28.526514597464782,44.06893783733531,6.397266755615789,39.6195925546242,sorghum
73,42,29,26.64443810755632,42.73314004099094,5.955999446544198,54.69192644740599,sorghum
68,44,43,25.728344973426744,37.32116314234979,6.942432608605637,27.94581589979598,sorghum
81,28,36,28.29853222639295,43.183077886126775,6.79566403558621,54.32761608518903,sorghum
88,37,46,28.872266666928606,40.20694217280222,6.826691856999655,55.20956835692847,sorghum
64,48,44,22.9643030102307,43.97640138511959,6.072616205445736,83.70749020530172,sorghum
77,45,39,26.711347414129957,44.427563901332825,6.734648592915392,63.18035824427037,sorghum
78,42,31,26.25285484118539,46.450373516665074,5.903785910146437,59.06497819279011,sorghum
72,38,34,29.67624973144742,35.27432077992677,6.6073299515425,35.49023573874322,sorghum
73,42,33,32.1118885831016,44.75929722331389,6.525280444048086,43.5233938943775,sorghum
94,36,32,30.546487958396128,43.06790336696982,6.212898939936337,53.82908064867821,sorghum
87,40,41,24.90387326627713,48.070871619735854,6.243248098416629,66.20211174637691,sorghum
67,49,43,27.408981080899288,42.27728296653466,6.098572577189929,72.17429912423144,sorghum
61,48,34,26.610151350519494,41.81552343725931,7.39492485231053,107.75908359260566,sorghum
76,42,40,26.731231099341613,50.77367072125188,6.463326801785247,39.6764264118064,sorghum
71,32,37,30.154589575826776,47.104910718707984,6.743972273191388,38.74625144234011,sorghum
82,52,32,28.81271637360944,37.18593125179368,6.536162708472404,55.29341749050022,sorghum
82,38,49,29.77522798633817,45.63164682473517,7.265705094109176,47.793891718162605,sorghum
73,34,38,29.044326457307537,41.888248283024026,5.445102904781862,53.71600932510167,sorghum
85,49,34,31.12991716798988,39.69879601281417,6.628892130563162,67.30321131078308,sorghum
72,29,29,29.697583818351777,42.20401502475233,6.0924814522642095,43.43595484164205,sorghum
89,37,37,29.711283277264304,37.5070754237197,6.876144883786149,20.93727959783155,sorghum
86,46,26,26.867716724573672,42.248988443824416,6.747053914117177,43.490819413394966,sorghum
66,38,50,25.816746746202345,47.37800788280641,7.002297795314106,32.84520602229318,sorghum
69,44,44,26.046182183582918,47.641531717746126,6.7152754151200655,44.36619036946421,sorghum
74,31,34,26.073565960953303,38.70755766908994,6.617390115812992,73.6621178451694,sorghum
61,42,41,25.277810848451,55.14308101934447,7.0274399289494855,31.582678372966644,sorghum
69,33,37,28.775369651742466,42.0974217255864,6.189258548069534,52.585469949186006,sorghum
68,49,27,30.2571214875427,39.53349171640613,6.667461325335162,35.395059060638935,sorghum
83,44,36,30.256198246819373,47.89329224652521,6.795849649117288,25.444286447339277,sorghum
80,57,48,27.675944837455347,50.29983747560736,6.66605557800419,55.06751858670742,sorghum
67,40,47,28.516222167982992,43.94555652037508,6.351261650803433,47.47676737103944,sorghum
77,37,35,25.2977635023379,40.11698388356925,5.750496337290393,27.805077432665747,sorghum
77,37,35,26.044719344513283,37.55173860512387,6.293603882772966,60.56835394070907,sorghum
82,28,20,27.99089179072129,44.20385612585826,5.868088492252593,58.83750414952004,sorghum
74,42,42,33.05199728293585,37.74746464784239,5.590049148081837,41.58146378784346,sorghum
80,50,45,28.871959897565056,45.26502777824668,6.894616135962938,35.39087886106956,sorghum
93,51,47,27.102973047918752,46.627770207663744,6.161823036594112,55.19463470188199,sorghum
84,38,45,25.78592170115697,48.19704411204218,6.758626735351015,37.34662273663857,sorghum
93,47,22,28.97298191910544,40.08333190522174,6.536893914782901,58.17445797604493,sorghum
78,34,39,27.362922007438957,50.26817404383618,6.762498535566179,58.127955454441576,sorghum
74,46,47,30.6913140475413,42.61950119341268,6.507326205044686,41.64882533093938,sorghum
112,40,38,29.390724833982667,40.71789627470044,6.065268001613636,63.30075022009553,sorghum
83,45,41,27.16133491040128,38.70711100925733,5.96532305288576,43.54176728605883,sorghum
78,29,26,30.79129704893452,46.09400836988864,6.804330950975949,34.393675821537016,sorghum
88,31,56,25.62962678348833,49.01727761070582,6.151611880149145,43.05916973440506,sorghum
74,30,25,24.97801719714835,37.544027476696165,6.468955249368765,64.29128890399039,sorghum
73,43,26,28.012636493661816,52.022574597333126,6.426916995283044,74.37092721742358,sorghum
87,33,36,24.280224648250226,42.39350367753627,7.341033044743862,59.57778744394772,sorghum
71,32,41,28.874289333304947,49.54996734500499,6.4443343490790586,32.9444199186092,sorghum
63,43,44,31.95677955336872,47.53712888069733,6.72800659875798,64.07982545764504,sorghum
81,45,31,25.163384582943547,43.33901857156852,7.103334707180687,32.66789771160159,sorghum
87,50,31,29.015924271204188,52.990367267102336,6.764941333930837,60.08402912783637,sorghum
88,41,42,25.414387334122434,46.50997207328248,6.40913032737872,48.54994862429725,sorghum
77,23,31,25.70772590643595,43.80719319021755,6.287198330525307,57.97400289662597,sorghum
90,30,53,24.54824544311601,41.08314681973497,6.515005823493021,26.37270476908585,sorghum
73,30,32,28.61732350633159,46.73740607906107,6.483299069115861,78.29371527533735,sorghum
64,36,56,27.30218124364608,46.83496644520476,7.234505922218863,74.8249431556852,sorghum
78,33,41,29.60183847376877,48.74583853361992,6.647951547557986,58.41090705805672,sorghum
98,33,25,28.248907302273803,44.045792266656704,6.756770560240388,45.7704267875465,sorghum
98,33,57,27.80969918334495,45.14347705134618,5.996619261021389,60.467354958039365,sorghum
76,35,31,29.074306227531704,50.854264777976766,6.620944329923746,59.91562734067782,sorghum
71,32,42,28.63617010939868,43.21402487848063,6.5355803136804,54.573487825141015,sorghum
74,37,33,24.45323399090525,45.20361058664648,6.744052143949064,43.51369386473614,sorghum
94,39,33,27.48659685777495,38.363400285288336,6.269549815424759,43.89309214294632,sorghum
74,36,36,24.677948305747336,48.696067508065134,6.263324682652856,48.85172468959054,sorghum
72,40,44,33.50169853438819,49.68153347936276,6.144426554193068,37.39998232954221,sorghum
93,38,37,27.696316954190447,49.44361209800776,6.758009181075392,58.18484383699285,sorghum
82,39,38,28.863387088469107,44.66020181072365,6.687516521462973,71.38757514229451,sorghum
68,38,40,29.022776112753288,39.48793790849279,5.637899451634705,36.946143890336806,sorghum
67,28,37,22.73673811877665,38.21015019998549,5.743185559031897,39.78278980294623,sorghum
64,43,37,31.008579142635817,48.81065750138278,6.316046450337307,43.92058724991101,sorghum
90,29,50,26.73960988370889,47.117315886281936,7.056540872120568,61.71774985540749,sorghum
75,38,51,31.30146959953732,52.90443531318826,6.598625075298614,48.37152495245823,sorghum
92,54,31,24.197830378252917,53.0379905523264,7.814778156510156,59.92683571826803,sorghum
64,36,62,26.206797692923026,42.5824100863962,7.124190768941489,40.03822465757239,sorghum
70,29,37,26.214403193837487,41.82006476615605,6.614145456958961,36.53923253711265,sorghum
72,42,42,32.96860528769339,40.5010676760526,6.590507553648841,57.52574894897249,sorghum
79,41,41,26.405546114734413,51.68218882521897,5.748977763101378,56.58195435570079,sorghum
83,39,36,31.186782623875285,52.49900467736556,5.946953815217863,60.49190098615895,sorghum
91,45,50,28.835369565253615,47.5078603789559,6.387644079686914,25.284701138752503,sorghum
86,41,38,31.552213363891383,50.77632596316879,6.335954017736694,41.53603945464665,sorghum
76,33,34,29.153864618473737,42.38583124546578,5.99369171458095,48.19394349771685,sorghum
77,37,37,30.443414673683183,50.34197192138584,6.726943506402178,20.23446290520741,sorghum
89,43,20,26.34194589066084,49.35423647253279,7.04003423847539,32.29323679412033,sorghum
87,43,52,27.874817545267287,33.87713134905401,6.394591178750542,73.8403572456419,sorghum
63,50,40,28.30515255018749,47.78858574775978,6.3571723547062415,48.45168063762193,sorghum
98,46,43,29.541386534037628,47.59948127761304,6.84065661295649,48.71896821374118,sorghum
83,46,47,28.23481332347724,43.49592585159536,6.196568181906036,64.98950766877368,sorghum
93,25,39,29.975795869855663,51.61782875519501,6.187962165227658,73.20393558108238,sorghum
90,51,37,29.4180698434884,42.41186541128196,6.359383104449442,66.72494797532285,sorghum
84,39,37,28.37032800218349,38.20927055745186,6.766898682578052,55.25729419772296,sorghum
74,39,34,28.110830381947416,52.985090803325605,6.583305362091263,59.625332628739,sorghum
74,29,45,25.88072556514737,43.81767913855998,6.361997129767799,50.319675878425706,sorghum
93,34,58,26.754851642794723,47.39701694864942,7.1990126519498405,61.25890005248391,sorghum
68,29,46,30.699421113641165,51.70249775070016,6.7649883383423015,36.49648343278606,sorghum
72,42,37,27.64393267110212,50.090526541512986,6.826979550415313,40.97607620986725,sorghum
67,35,38,31.00208912533093,48.91794543402085,5.800359984844252,60.23654494905847,sorghum
56,35,35,24.08661502875025,49.69303404547439,6.7489780829221,52.185990247645314,sorghum
79,31,32,28.523058978853378,44.25520849193609,6.277060127133476,56.32986117669911,sorghum
116,19,106,8.728139509357227,78.4911132254177,6.441040953558633,50.43081860037333,spinach
108,27,86,14.305398390126037,65.36307310174175,7.055320030133291,87.80811046937022,spinach
92,21,70,17.987458173118082,71.31472430111464,6.148516492793652,61.157798929643135,spinach
97,42,77,15.757998516458391,73.02226865455665,6.305381727204982,30.417433618230103,spinach
91,28,92,19.72455004677726,70.2425354424394,6.466676768684401,73.50458018874285,spinach
88,29,84,15.708539471475598,73.35014537807314,6.420158984087036,60.27440255457565,spinach
123,22,89,13.99257745639284,61.64138945619577,6.312998971265931,25.598732148857344,spinach
97,44,77,10.79134713746045,78.06717164203135,6.6637897535171335,62.44008570800441,spinach
121,36,72,18.4947266553218,64.83216088388056,6.165352685076583,52.142414704198266,spinach
88,28,74,15.030178850066124,81.96729551949142,6.125795418521637,29.95660829218011,spinach
111,29,81,13.249691134781752,63.36517559884612,6.745752423993259,62.38972631517029,spinach
78,34,74,15.190962330537603,70.26804805955673,6.162543033681082,88.54693334169195,spinach
82,22,75,12.279961819692264,61.39020558889303,6.577253932665854,44.30607945747368,spinach
87,33,90,10.478084997996278,74.3347498347486,7.02444250802855,55.15921966500008,spinach
114,30,83,12.551504667990622,71.9008971649225,7.638699939869437,39.55576767902309,spinach
94,21,77,10.878632060337672,70.7767296734305,6.853592641904732,59.10807722437063,spinach
107,40,76,17.111695952218078,69.82034056244657,5.5349294222246845,63.81947884008752,spinach
98,35,65,17.510592621621416,75.60650065126467,5.820264253896055,21.89907359236912,spinach
110,30,79,14.384309956278203,70.37369031411787,6.746054273633579,84.02264899362422,spinach
120,36,78,13.664584896971656,66.80972670467769,6.965843270355241,59.79223536327966,spinach
93,9,84,15.708533800743174,65.35744610867962,6.7544968381207,41.13797266781064,spinach
109,17,85,12.998260190171733,71.67314060987194,6.127500958987083,60.96809199343272,spinach
100,32,76,13.709633547774231,63.583950397073714,6.777130125677433,65.44725352733401,spinach
95,22,76,12.771384616142033,74.85613947138572,7.094136239215225,68.52490528150561,spinach
105,24,90,11.625605914502884,59.5762945541415,6.937836255772931,27.38251992984725,spinach
97,22,88,11.409427738986466,66.1517474208467,5.813644898331324,50.1042230790261,spinach
108,40,73,18.9327086631334,74.1423853272998,6.89443356682678,38.14929016545969,spinach
114,41,82,17.276897298149173,77.2294946128208,6.641018423583523,36.812637862905056,spinach
92,24,78,19.15770464779529,69.00713395309597,6.878508594644776,72.24220875951865,spinach
88,28,74,11.906921647140852,69.08110671182794,6.28734023155065,35.73488025264895,spinach
105,22,72,18.59409979220664,69.77836464288309,6.519794822018072,72.15103185648516,spinach
99,40,84,18.043785860667636,68.83903136055103,6.676365283644817,70.6332800925012,spinach
110,24,76,16.50443001792219,73.67834175838837,6.612989150463983,55.15025633433467,spinach
92,27,86,13.95910871972509,74.08969603235391,6.727764965669051,64.21842012048876,spinach
109,28,76,17.379672585020607,64.24537449730009,6.744150206634466,64.8405123413833,spinach
105,37,78,17.05006253749488,64.4898591728004,6.70729338283086,61.09558770573587,spinach
89,33,83,17.473833284437923,73.82864207491961,6.9444941266092535,47.880710881648,spinach
99,32,95,12.737625649254584,68.44031185138573,6.461197363313892,75.31585618537544,spinach
96,34,67,12.173682864078488,65.52119613318132,6.731007699662886,46.73141310763805,spinach
88,16,77,20.73450765107668,70.16407007696249,6.0621249613081964,49.59228689221348,spinach
102,47,70,16.335788385810698,70.81273695630647,6.197144670769582,61.53205237902379,spinach
111,29,72,15.486376291788416,72.70311302424116,6.178328518129784,81.91301172654289,spinach
117,22,71,17.588233711965746,66.75155910730736,6.557586251547058,63.46070775707902,spinach
91,20,84,13.311241007529132,72.62544110486212,7.327130301589667,82.44333685890086,spinach
116,25,78,13.77644994713314,53.77763601791502,6.026463961365322,45.997671311381,spinach
115,35,78,15.799827250183103,73.59941844235422,6.6948245139382925,54.52621411942427,spinach
98,38,82,13.423782776576164,75.17695671577549,6.661073106786499,35.0425450729372,spinach
113,27,95,15.061103301964636,70.92345154198289,6.669873356661803,58.125627130529686,spinach
113,28,84,14.732045827892144,65.2365890844321,6.434735123912117,50.173929697878805,spinach
91,35,79,13.830673022689778,70.1240489950279,6.206814328347485,84.33769032869131,spinach
89,30,75,14.877544307284923,66.58979364901316,6.834094642787416,56.39633551178836,spinach
119,36,87,17.45972212145517,75.95078517241818,6.915608407775642,62.177622439391655,spinach
94,22,84,15.316439358526596,72.70780705349733,6.311226987549099,65.78376064681784,spinach
120,27,78,14.652582355681089,62.00602277638397,6.839004677117208,71.36480724469455,spinach
88,33,89,15.406873769179745,67.27194983762712,7.542656866370738,104.6829191762216,spinach
92,32,68,10.74370801368487,68.68316136920545,6.988389796339001,64.0236175354259,spinach
104,24,87,12.739533436368909,70.04769875779834,6.590036138112692,77.5890805708032,spinach
94,33,69,14.3430623514981,68.04305702722245,6.345198794509722,26.019257837696635,spinach
109,28,84,15.576725158213792,70.80976626746231,7.006815114170867,78.78261526513782,spinach
101,20,78,12.83076521262742,75.94542541470433,6.706780669630993,75.29245903234501,spinach
97,27,88,14.504845123363816,73.55678672770948,8.395861656595503,46.37437626623573,spinach
105,28,77,12.239342019332868,63.57930958014351,6.960533110314419,81.0786147460462,spinach
99,15,90,11.160179633669468,75.56389111572625,5.862220426087006,45.76218634972223,spinach
97,35,78,15.448851715826974,75.02635250766195,6.375315284783484,49.587610728521234,spinach
100,22,69,17.543227486381785,62.94814656552302,7.074401372011257,39.46916415947969,spinach
100,21,83,16.90101863067315,72.4337297282258,6.257428261161617,70.22747299756696,spinach
94,33,82,10.194188831322734,73.9679932380821,7.020056355615061,51.08076476645725,spinach
112,23,87,11.505398231409464,80.04874860521555,6.600772735974132,75.51757127344644,spinach
99,14,71,9.46135544370943,76.95820753837658,6.768295758932017,80.39249695633902,spinach
85,31,81,12.208453502977386,65.92680132069523,6.009084470376216,60.47748613402429,spinach
84,35,83,16.277420779743196,69.97711970494676,6.530576785430827,58.58548497744659,spinach
107,34,99,12.938041770781116,72.57020928458779,6.93505553389549,53.88818572338033,spinach
94,36,72,13.950532344357304,68.06150338057955,6.2922415193449766,52.52855164683801,spinach
92,43,75,14.780317285264369,75.37697427735714,6.949507372735109,71.22089379017021,spinach
107,39,86,14.646880808131453,69.24904505445446,6.126634168554902,77.84035572883703,spinach
90,26,79,14.402873165218598,71.33194334909885,6.943157369814671,42.953339957906365,spinach
86,26,79,13.392184513016364,70.4915881687334,5.40724711444555,65.25524379048268,spinach
103,28,83,18.225650309800383,62.11975619107516,6.892239045043473,54.17576464175927,spinach
87,25,77,11.877810041318124,77.51185518720767,6.701372694116607,54.929582305453856,spinach
112,25,86,14.007495672264689,68.71244030832136,5.990632709423955,43.80174979460178,spinach
96,17,78,18.996195336021746,73.5257355105199,6.731210572074269,77.05577219834532,spinach
85,28,80,20.5514811945608,68.32037394420686,6.598011942391732,55.83332227412542,spinach
92,15,83,15.242986982116213,69.04720130308309,6.113732093263942,64.64108603411347,spinach
105,26,83,11.83779639828686,69.34345444114044,6.823005269461659,41.2155384553034,spinach
102,42,69,14.482224625075284,71.78814899258406,6.900736245411793,67.11298419660588,spinach
85,32,79,13.17516245282507,75.40791677879984,6.121510654672244,45.15290275487109,spinach
108,40,75,13.268631030895753,70.0381414504439,7.240422951927942,54.66047633732357,spinach
89,30,85,18.56066366598325,69.44931860545134,6.494468034286862,71.06772724992479,spinach
110,27,78,11.117579989125838,78.47569624916703,5.830458448326096,59.76447940572288,spinach
101,14,78,14.764039580912025,66.1201789456887,6.915845894259825,61.957098969536375,spinach
97,34,87,22.599827529435206,70.09709857144192,7.03660002154665,58.74802758805717,spinach
115,28,77,17.584052711735474,70.1601914951552,6.334098215723818,78.42621260824323,spinach
103,37,78,12.105069364196538,61.50157852922956,6.594317900448999,36.06926010431725,spinach
100,25,85,19.57348168849809,70.14111156052961,6.327431926295878,38.5399791655413,spinach
118,21,85,11.839313738012605,61.93361044187708,6.504610657082879,83.90937811320886,spinach
116,31,88,14.977539785748728,69.20000202041072,5.884682072681575,58.57842447717682,spinach
109,21,76,12.932960569841224,70.0983515107625,6.9007204687846455,66.6112821884738,spinach
105,23,82,11.673507736209745,66.74300634725017,6.108286029073236,88.30928935497498,spinach
100,32,84,12.944842937875622,61.292089576400784,6.0318191490521285,41.521772058336026,spinach
91,23,80,16.857365421589634,72.16581371986013,6.26645485906901,63.14348657783015,spinach
120,59,205,23.96731115926672,71.25820052996603,5.399355844659853,152.5612799506534,pineapple
119,58,205,24.32369308548209,81.28193712097875,5.5175302758172045,169.3037019005908,pineapple
133,48,190,28.338655723637416,84.02498814184915,5.159300219773884,152.21642060374393,pineapple
134,59,178,27.95766970767926,90.96880460751804,5.050169601558983,153.45592126142645,pineapple
140,54,191,19.677531107182148,78.3453219760319,5.161537200938936,168.2536887535232,pineapple
137,47,196,27.23314153320196,74.26549204196627,5.7126546110809215,139.05299936283023,pineapple
122,56,189,26.202017593631943,81.60246541430212,4.950249149044082,137.7129184256781,pineapple
131,54,188,24.9263605623318,83.40207864296994,5.182201773737795,139.6589392485507,pineapple
125,57,188,26.38296610148742,75.56045476105353,6.09334069093062,167.52691342120843,pineapple
134,55,180,27.6727612399345,72.21830587463973,6.1003500241935855,151.2679836586725,pineapple
135,47,186,24.15898312593528,76.69101576621473,5.593963497848604,155.01840941803806,pineapple
122,45,187,26.64272849319689,75.47675005450571,5.282092112854889,148.53414036492092,pineapple
133,47,167,24.768824959725887,77.87550795352354,5.117279736874078,155.89551316157022,pineapple
133,34,194,22.16472780909134,77.66556278893559,6.284995017129492,151.4476504150262,pineapple
132,57,185,26.51253465632055,83.89878192470798,6.027603620401419,171.3504866782273,pineapple
112,59,202,27.519836006882414,85.14133275618032,5.406778433885819,177.48877453708022,pineapple
128,55,203,24.13981151452965,79.54974407587457,5.748346280108999,158.11412237965595,pineapple
126,49,195,25.117029551210912,87.46938416596318,5.9516875944591385,147.59732150925277,pineapple
137,55,205,22.60060425731245,71.92631689310183,4.347056719054691,152.5314214383869,pineapple
137,47,192,26.695747859411664,82.20956982032138,5.659272892762725,135.7507526311825,pineapple
129,62,195,27.27318555239076,81.40362090311966,5.9696694333457225,169.39399415308128,pineapple
125,45,195,22.849279864130803,74.62624192522044,5.731479671723891,135.77169941410213,pineapple
132,60,198,24.53868716132009,82.28352542249455,4.922034960837372,161.52739546820337,pineapple
135,50,174,27.79678931875284,82.88921698996678,5.569490050554153,163.68824290940748,pineapple
121,43,188,20.8232866248417,82.28819054315811,5.748440971165748,128.86256466406857,pineapple
123,45,186,25.18064345226265,78.23461640532108,5.8714436236968615,159.72144788183198,pineapple
140,41,191,27.680538074450222,83.37549472434131,5.676185970136847,149.99973169973438,pineapple
129,56,189,26.957448420007296,74.47606190754105,5.693549802609636,133.57653680913654,pineapple
137,52,182,27.285635668138426,80.95985975666403,5.6294279769883735,142.3142106862413,pineapple
128,52,204,24.21768268562905,81.28273827878964,5.4122521276113496,169.74875482006212,pineapple
124,47,191,27.893065982397733,83.936384054543,4.987993920804178,153.60133439776428,pineapple
118,39,194,26.456574045044636,81.39976300147471,5.344845418397145,145.43056192861934,pineapple
134,57,183,27.012061838311123,81.15429084731751,5.018002606516596,125.03871058417502,pineapple
131,45,186,26.887598824311137,78.84996112145033,5.6863702621831695,149.00600667238646,pineapple
137,48,196,20.85909361510641,81.13221005446373,5.569533580253374,145.15485960588407,pineapple
127,54,182,22.55398923501924,89.7069892587724,5.300953106741527,147.05973397902787,pineapple
127,48,190,25.16183194352856,79.49144463101435,5.607724630013516,160.71226936944538,pineapple
129,53,180,27.06158854743971,83.42381540856965,4.802169605079872,134.082498307627,pineapple
121,39,197,28.738904884039293,85.5060809792942,5.440635039339326,137.69102963728488,pineapple
